200 200
1 2.57200000000000e+00 1.22464679914735e-16 -5.00000000000000e-01
2 6.57200000000000e+00 1.22464679914735e-16 -5.00000000000000e-01
3 2.57200000000000e+00 -3.13952597646567e-02 -4.99013364214136e-01
4 2.57200000000000e+00 -6.26666167821521e-02 -4.96057350657239e-01
5 2.57200000000000e+00 -9.36906572928623e-02 -4.91143625364344e-01
6 2.57200000000000e+00 -1.24344943582427e-01 -4.84291580564316e-01
7 2.57200000000000e+00 -1.54508497187474e-01 -4.75528258147577e-01
8 2.57200000000000e+00 -1.84062276342339e-01 -4.64888242944126e-01
9 2.57200000000000e+00 -2.12889645782536e-01 -4.52413526233010e-01
10 2.57200000000000e+00 -2.40876837050858e-01 -4.38153340021932e-01
11 2.57200000000000e+00 -2.67913397489498e-01 -4.22163962751008e-01
12 2.57200000000000e+00 -2.93892626146237e-01 -4.04508497187474e-01
13 2.57200000000000e+00 -3.18711994874345e-01 -3.85256621387895e-01
14 2.57200000000000e+00 -3.42273552964344e-01 -3.64484313710706e-01
15 2.57200000000000e+00 -3.64484313710706e-01 -3.42273552964344e-01
16 2.57200000000000e+00 -3.85256621387895e-01 -3.18711994874345e-01
17 2.57200000000000e+00 -4.04508497187474e-01 -2.93892626146237e-01
18 2.57200000000000e+00 -4.22163962751007e-01 -2.67913397489498e-01
19 2.57200000000000e+00 -4.38153340021932e-01 -2.40876837050858e-01
20 2.57200000000000e+00 -4.52413526233010e-01 -2.12889645782536e-01
21 2.57200000000000e+00 -4.64888242944126e-01 -1.84062276342339e-01
22 2.57200000000000e+00 -4.75528258147577e-01 -1.54508497187474e-01
23 2.57200000000000e+00 -4.84291580564316e-01 -1.24344943582427e-01
24 2.57200000000000e+00 -4.91143625364344e-01 -9.36906572928621e-02
25 2.57200000000000e+00 -4.96057350657239e-01 -6.26666167821519e-02
26 2.57200000000000e+00 -4.99013364214136e-01 -3.13952597646564e-02
27 2.57200000000000e+00 -5.00000000000000e-01 3.02450737408863e-16
28 2.57200000000000e+00 -4.99013364214136e-01 3.13952597646570e-02
29 2.57200000000000e+00 -4.96057350657239e-01 6.26666167821525e-02
30 2.57200000000000e+00 -4.91143625364344e-01 9.36906572928627e-02
31 2.57200000000000e+00 -4.84291580564315e-01 1.24344943582428e-01
32 2.57200000000000e+00 -4.75528258147577e-01 1.54508497187474e-01
33 2.57200000000000e+00 -4.64888242944126e-01 1.84062276342340e-01
34 2.57200000000000e+00 -4.52413526233010e-01 2.12889645782537e-01
35 2.57200000000000e+00 -4.38153340021932e-01 2.40876837050858e-01
36 2.57200000000000e+00 -4.22163962751007e-01 2.67913397489499e-01
37 2.57200000000000e+00 -4.04508497187473e-01 2.93892626146237e-01
38 2.57200000000000e+00 -3.85256621387894e-01 3.18711994874345e-01
39 2.57200000000000e+00 -3.64484313710705e-01 3.42273552964345e-01
40 2.57200000000000e+00 -3.42273552964344e-01 3.64484313710706e-01
41 2.57200000000000e+00 -3.18711994874344e-01 3.85256621387895e-01
42 2.57200000000000e+00 -2.93892626146236e-01 4.04508497187474e-01
43 2.57200000000000e+00 -2.67913397489498e-01 4.22163962751008e-01
44 2.57200000000000e+00 -2.40876837050857e-01 4.38153340021932e-01
45 2.57200000000000e+00 -2.12889645782535e-01 4.52413526233010e-01
46 2.57200000000000e+00 -1.84062276342338e-01 4.64888242944126e-01
47 2.57200000000000e+00 -1.54508497187473e-01 4.75528258147577e-01
48 2.57200000000000e+00 -1.24344943582426e-01 4.84291580564316e-01
49 2.57200000000000e+00 -9.36906572928612e-02 4.91143625364345e-01
50 2.57200000000000e+00 -6.26666167821509e-02 4.96057350657239e-01
51 2.57200000000000e+00 -3.13952597646555e-02 4.99013364214136e-01
52 2.57200000000000e+00 1.27103528959282e-15 5.00000000000000e-01
53 2.57200000000000e+00 3.13952597646580e-02 4.99013364214136e-01
54 2.57200000000000e+00 6.26666167821535e-02 4.96057350657239e-01
55 2.57200000000000e+00 9.36906572928637e-02 4.91143625364344e-01
56 2.57200000000000e+00 1.24344943582429e-01 4.84291580564315e-01
57 2.57200000000000e+00 1.54508497187475e-01 4.75528258147576e-01
58 2.57200000000000e+00 1.84062276342340e-01 4.64888242944125e-01
59 2.57200000000000e+00 2.12889645782538e-01 4.52413526233009e-01
60 2.57200000000000e+00 2.40876837050859e-01 4.38153340021931e-01
61 2.57200000000000e+00 2.67913397489500e-01 4.22163962751007e-01
62 2.57200000000000e+00 2.93892626146238e-01 4.04508497187473e-01
63 2.57200000000000e+00 3.18711994874346e-01 3.85256621387894e-01
64 2.57200000000000e+00 3.42273552964346e-01 3.64484313710705e-01
65 2.57200000000000e+00 3.64484313710707e-01 3.42273552964343e-01
66 2.57200000000000e+00 3.85256621387896e-01 3.18711994874343e-01
67 2.57200000000000e+00 4.04508497187475e-01 2.93892626146235e-01
68 2.57200000000000e+00 4.22163962751008e-01 2.67913397489497e-01
